date;month;week;brand;country;route;shipto;tot_net;tot_brt;rate
2020.01.02;1;1;REN;AT;J;104000001;2535.76;3556.38;1.402490772
2020.01.02;1;1;REN;AT;Q;104000003;5120.26;7487.68;1.462363239
2020.01.02;1;1;REN;AT;Q;104000005;291.42;422.75;1.450655411
2020.01.02;1;1;REN;AT;Q;104000009;9546.71;11815.06;1.237605416
2020.01.02;1;1;REN;AT;R;104000011;452.96;729.29;1.610053868
2020.01.02;1;1;REN;AT;R;104000084;474.97;716.76;1.50906373
2020.01.02;1;1;REN;AT;J;104000085;119.99;219.09;1.825902159
2020.01.02;1;1;REN;AT;B;104000099;21679.05;29324.91;1.352684274
2020.01.02;1;1;REN;AT;R;104000101;4.31;86;19.95359629
2020.01.02;1;1;REN;AT;R;104000105;1050.18;1072.57;1.021320155
2020.01.02;1;1;REN;AT;J;104000138;1.15;86;74.7826087
2020.01.02;1;1;REN;AT;P;104000143;148;233.98;1.580945946
2020.01.02;1;1;REN;AT;P;104000155;156.23;401.35;2.568968828
2020.01.02;1;1;REN;AT;J;104000156;2261.67;3271.19;1.446360433
2020.01.02;1;1;REN;AT;J;104000157;20.51;95.12;4.637737689
2020.01.02;1;1;REN;AT;R;104000166;123.02;306.47;2.49122094
2020.01.02;1;1;REN;AT;R;104000167;759.22;759.32;1.000131714
2020.01.02;1;1;REN;AT;J;104000173;53.84;228.47;4.243499257
2020.01.02;1;1;REN;AT;J;104000175;785.13;862.76;1.098875345
2020.01.02;1;1;REN;AT;R;104007001;13.84;86;6.213872832
2020.01.02;1;1;REN;AT;Q;104007020;119.92;365.82;3.050533689
2020.01.02;1;1;REN;AT;P;104007039;4363.8;5400.32;1.237526926
2020.01.02;1;1;REN;AT;P;104007040;89.78;406;4.522165293
2020.01.02;1;1;REN;AT;P;104007041;47.87;131.11;2.738876123
2020.01.02;1;1;REN;AT;Q;104007045;29.9;306.47;10.24983278
2020.01.02;1;1;REN;AT;J;104007067;13.56;96.56;7.120943953
2020.01.02;1;1;REN;AT;R;104010011;17.27;132.8;7.689635206
2020.01.02;1;1;REN;AT;R;104010014;749.76;765.14;1.020513231
2020.01.02;1;1;REN;AT;J;104010017;783.46;1787.08;2.281009879
2020.01.02;1;1;REN;AT;J;104010034;211.94;281.2;1.326790601
2020.01.02;1;1;REN;AT;Q;104010053;342.56;622.01;1.8157695
2020.01.02;1;1;REN;AT;Q;104010055;20.49;64.44;3.144948755
2020.01.02;1;1;REN;AT;J;104010061;487.39;581.04;1.19214592
2020.01.02;1;1;REN;AT;R;104010063;603.88;706.37;1.169719149
2020.01.02;1;1;REN;AT;P;104010069;1433.67;1829.87;1.276353694
2020.01.02;1;1;REN;AT;P;104010072;1396.71;2634.47;1.886196848
2020.01.02;1;1;REN;AT;J;104010074;5096.07;6153.51;1.207501074
2020.01.02;1;1;REN;AT;J;104010076;0.23;8;34.7826087
2020.01.02;1;1;REN;AT;Q;104010088;215.43;254.01;1.179083693
2020.01.02;1;1;REN;AT;Q;104010090;52.63;306.47;5.823104693
2020.01.02;1;1;REN;AT;B;104010096;289.39;2935.32;10.14312865
2020.01.02;1;1;REN;AT;R;104010099;149.78;392.47;2.620309788
2020.01.02;1;1;REN;AT;J;104010101;1009.2;1959.36;1.941498216
2020.01.02;1;1;REN;AT;R;104010102;28.74;306.47;10.66353514
2020.01.02;1;1;REN;AT;J;104010106;195.53;340.05;1.739119317
2020.01.02;1;1;REN;AT;Q;104020010;1112.77;1174.17;1.05517762
2020.01.02;1;1;REN;AT;Q;104020042;5.22;51;9.770114943
2020.01.02;1;1;REN;AT;Q;104020082;1105.12;1274.84;1.153576082
2020.01.02;1;1;REN;AT;Q;104020179;74.22;131.8;1.775801671
2020.01.02;1;1;REN;AT;J;104020185;136;136.1;1.000735294
2020.01.02;1;1;REN;AT;Q;104020208;270.77;456.47;1.685821915
2020.01.02;1;1;REN;CZ;N;120318032;5638.83;7386;1.309846191
2020.01.02;1;1;REN;CZ;N;120318039;495.41;748.34;1.51054682
2020.01.02;1;1;REN;CZ;N;120318041;477.6;575.28;1.204522613
2020.01.02;1;1;REN;CZ;N;120318044;2930.81;3639.08;1.241663567
2020.01.02;1;1;REN;CZ;N;120318058;34.91;116.56;3.338871384
2020.01.02;1;1;REN;CZ;N;120318060;315.76;469.84;1.487965543
2020.01.02;1;1;REN;CZ;N;120318061;1.31;86;65.64885496
2020.01.02;1;1;REN;CZ;N;120318069;1081.99;3349.35;3.09554617
2020.01.02;1;1;REN;CZ;N;120318079;2601.53;3348.96;1.28730401
2020.01.02;1;1;REN;CZ;N;120318082;30.4;30.4;1
2020.01.02;1;1;REN;CZ;N;120318112;3713.61;3908.16;1.052388377
2020.01.02;1;1;REN;CZ;N;120318168;742.44;892.12;1.201605517
2020.01.02;1;1;REN;CZ;N;120318172;88.17;174.2;1.975728706
2020.01.02;1;1;REN;CZ;N;120318173;42.71;86;2.013579958
2020.01.02;1;1;REN;CZ;N;120318175;777.81;1360.8;1.74952752
2020.01.02;1;1;REN;CZ;N;120318187;250.18;317.26;1.268126949
2020.01.02;1;1;REN;CZ;N;120318189;911.81;986;1.081365635
2020.01.02;1;1;REN;CZ;N;120318197;48.74;335.14;6.876077144
2020.01.02;1;1;REN;CZ;N;120318198;5123.73;5278.96;1.030296288
2020.01.02;1;1;REN;CZ;N;120318201;5451.38;7073.49;1.297559517
2020.01.02;1;1;REN;CZ;N;120318208;1766.32;2529.97;1.432339553
2020.01.02;1;1;REN;CZ;N;120318209;197.51;306.47;1.55166827
2020.01.02;1;1;REN;CZ;N;120318210;78.48;359.81;4.584734964
2020.01.02;1;1;REN;CZ;N;120318212;26.42;92.94;3.517789553
2020.01.02;1;1;REN;CZ;N;120318214;173.42;258.98;1.4933687
2020.01.02;1;1;REN;CZ;N;120318220;1136.16;2877.8;2.532917899
2020.01.02;1;1;REN;CZ;N;120318221;234.8;304.25;1.295783646
2020.01.02;1;1;REN;CZ;N;120318228;64.75;135.8;2.097297297
2020.01.02;1;1;REN;CZ;N;120318240;2327.18;2568.27;1.103597487
2020.01.02;1;1;REN;CZ;N;120318241;195.34;381.32;1.952083547
2020.01.02;1;1;REN;CZ;N;120318267;71.69;125.46;1.750034872
2020.01.02;1;1;REN;CZ;N;120318271;491.59;569.7;1.158892573
2020.01.02;1;1;REN;CZ;N;120318272;648.05;1707.13;2.634256616
2020.01.02;1;1;REN;CZ;N;120318273;28.82;86;2.984038862
2020.01.02;1;1;REN;CZ;N;120318274;0.01;86;8600
2020.01.02;1;1;REN;CZ;N;120318275;0.01;86;8600
2020.01.02;1;1;REN;CZ;N;120318279;44.71;186.22;4.165063744
2020.01.02;1;1;REN;CZ;N;120318281;328.73;407.02;1.238158975
2020.01.02;1;1;REN;CZ;N;120318282;3816.57;4825.01;1.26422678
2020.01.02;1;1;REN;CZ;N;120318284;752.61;990.31;1.31583423
2020.01.02;1;1;REN;CZ;N;120318286;26.64;102.48;3.846846847
2020.01.02;1;1;REN;CZ;N;120318287;2019.45;2172.54;1.075807769
2020.01.02;1;1;REN;HU;V;134810001;1259.45;1745.6;1.386001826
2020.01.02;1;1;REN;HU;V;134810004;2.9;86;29.65517241
2020.01.02;1;1;REN;HU;V;134810008;3061.63;4230.97;1.381933807
2020.01.02;1;1;REN;HU;V;134810016;277;720;2.599277978
2020.01.02;1;1;REN;HU;V;134810051;15.12;95.01;6.283730159
2020.01.02;1;1;REN;HU;V;134810072;182.52;756.29;4.143600701
2020.01.02;1;1;REN;HU;V;134810075;850.01;935.07;1.100069411
2020.01.02;1;1;REN;HU;V;134810087;3.06;86;28.10457516
2020.01.02;1;1;REN;HU;V;134810088;26.87;86;3.20059546
2020.01.02;1;1;REN;HU;V;134810092;46.52;128.54;2.76311264
2020.01.02;1;1;REN;HU;V;134810101;145.15;350.57;2.415225629
2020.01.02;1;1;REN;HU;V;134810103;543.99;1017.12;1.869740253
2020.01.02;1;1;REN;HU;V;134810104;25.59;107;4.181320828
2020.01.02;1;1;REN;HU;V;134810105;1027.62;1535.69;1.494414278
2020.01.02;1;1;REN;HU;V;134810125;4.87;51;10.47227926
2020.01.02;1;1;REN;HU;V;134810129;394.57;467.87;1.185771853
2020.01.02;1;1;REN;HU;V;134810138;1145.25;1237.65;1.080681074
2020.01.02;1;1;REN;HU;V;134810141;141.12;208;1.473922902
2020.01.02;1;1;REN;HU;V;134810142;1932.75;2312.21;1.196331652
2020.01.02;1;1;REN;HU;V;134810146;399.63;771.14;1.929634912
2020.01.02;1;1;REN;HU;V;134810149;0;86;\N
2020.01.02;1;1;REN;HU;V;134810150;25.56;110.1;4.307511737
2020.01.02;1;1;REN;HU;V;134810151;7.42;7.52;1.013477089
2020.01.02;1;1;REN;HU;V;134810159;0.21;51;242.8571429
2020.01.02;1;1;REN;HU;V;134810174;3672.92;4373.74;1.190807314
2020.01.02;1;1;REN;HU;V;134810175;2120.28;4071.71;1.920364292
2020.01.02;1;1;REN;HU;V;134810176;463.5;1064.6;2.296871629
2020.01.02;1;1;REN;HU;V;134810177;1809.22;2361.16;1.305070693
2020.01.02;1;1;REN;HU;V;134810187;353.35;382.55;1.082637611
2020.01.02;1;1;REN;HU;V;134810188;7335.58;8362.34;1.139969846
2020.01.02;1;1;REN;HU;V;134810192;1100.67;1791;1.627190711
2020.01.02;1;1;REN;HU;V;134810193;3.9;75;19.23076923
2020.01.02;1;1;REN;HU;V;134810198;595.97;1082.06;1.815628303
2020.01.02;1;1;REN;HU;V;134810200;69.76;117.1;1.678612385
2020.01.02;1;1;REN;HU;V;134810201;101.03;248.59;2.46055627
2020.01.02;1;1;REN;HU;V;134810202;2966.13;3212.3;1.082993665
2020.01.02;1;1;REN;HU;V;134810204;15.93;97.6;6.126804771
2020.01.02;1;1;REN;SK;T;170300003;163.87;321.28;1.960578507
2020.01.02;1;1;REN;SK;T;170300006;25.4;141.08;5.554330709
2020.01.02;1;1;REN;SK;T;170300007;117.56;306.47;2.606924124
2020.01.02;1;1;REN;SK;T;170300010;0.12;86;716.6666667
2020.01.02;1;1;REN;SK;T;170300014;1869.53;2088.86;1.117318256
2020.01.02;1;1;REN;SK;T;170300022;222.69;419.91;1.885625758
2020.01.02;1;1;REN;SK;T;170300023;52.08;137.78;2.645545315
2020.01.02;1;1;REN;SK;T;170300024;0.38;86;226.3157895
2020.01.02;1;1;REN;SK;T;170300027;0.88;51;57.95454545
2020.01.02;1;1;REN;SK;T;170300029;2635.33;3474.92;1.318590082
2020.01.02;1;1;REN;SK;T;170300030;73.48;157.78;2.147250953
2020.01.02;1;1;REN;SK;T;170300034;1024.74;1105.87;1.079171302
2020.01.02;1;1;REN;SK;T;170300036;1898.78;2894.78;1.524547341
2020.01.02;1;1;REN;SK;T;170300038;64.59;102.4;1.585384734
2020.01.02;1;1;REN;SK;T;170300039;0.46;51;110.8695652
2020.01.02;1;1;REN;SK;T;170335033;0.98;86;87.75510204
2020.01.02;1;1;REN;SK;T;170335041;2463.33;3162.26;1.283733807
2020.01.02;1;1;REN;SK;T;170335102;546.6;619.94;1.134174899
2020.01.02;1;1;REN;SK;T;170335107;1300.9;2408.22;1.851195326
2020.01.02;1;1;REN;SK;T;170335114;109.63;193.5;1.765027821
2020.01.02;1;1;REN;SK;T;170335116;184.66;387.82;2.100184122
2020.01.02;1;1;REN;SK;T;170335117;7091.02;8972.56;1.265341234
2020.01.02;1;1;NIS;AT;Q;194000028;19.34;69.49;3.593071355
2020.01.02;1;1;NIS;AT;Q;194000037;4.3;51;11.86046512
2020.01.02;1;1;NIS;AT;J;194000038;13.84;126;9.104046243
2020.01.02;1;1;NIS;AT;Q;194000047;19.87;91.64;4.611977856
2020.01.02;1;1;NIS;AT;P;194000054;2.04;51;25
2020.01.02;1;1;NIS;AT;J;194000056;0.48;8;16.66666667
2020.01.02;1;1;NIS;AT;R;194000068;0.93;51;54.83870968
2020.01.02;1;1;NIS;AT;P;194000073;3.4;51;15
2020.01.02;1;1;NIS;AT;P;194000075;21.35;71.58;3.352693208
2020.01.02;1;1;NIS;AT;J;194000076;41.68;69.54;1.668426104
2020.01.02;1;1;NIS;AT;J;194000083;2.27;51;22.46696035
2020.01.02;1;1;NIS;AT;R;194000092;35.29;81.52;2.310002834
2020.01.02;1;1;NIS;AT;B;194000102;5540.84;6404.3;1.155835577
2020.01.02;1;1;NIS;AT;R;194000103;26.72;306.47;11.46968563
2020.01.02;1;1;NIS;AT;J;194000118;21.81;69.49;3.186153141
2020.01.02;1;1;NIS;AT;P;194000120;4.42;83.93;18.98868778
2020.01.02;1;1;NIS;AT;P;194000145;250.97;251.07;1.000398454
2020.01.02;1;1;NIS;AT;J;194000147;3.58;51;14.24581006
2020.01.02;1;1;NIS;AT;Q;194000149;1.93;51;26.42487047
2020.01.02;1;1;NIS;AT;P;194000200;1.09;51;46.78899083
2020.01.02;1;1;NIS;AT;R;194000202;4.61;4.7;1.019522777
2020.01.02;1;1;NIS;AT;P;194000219;9.26;59.05;6.376889849
2020.01.02;1;1;NIS;AT;R;194000220;4.91;86;17.51527495
2020.01.02;1;1;NIS;AT;R;194000222;13.59;51;3.752759382
2020.01.02;1;1;NIS;AT;R;194000224;0.87;86;98.85057471
2020.01.02;1;1;NIS;AT;R;194000238;48.98;95.14;1.94242548
2020.01.02;1;1;NIS;AT;R;194000248;0.94;51;54.25531915
2020.01.02;1;1;NIS;AT;R;194000268;11.88;85.25;7.175925926
2020.01.02;1;1;NIS;AT;R;194000270;123.88;334.2;2.697772037
2020.01.02;1;1;NIS;AT;R;194000402;4.55;51;11.20879121
2020.01.02;1;1;NIS;AT;R;194000405;9.35;60.24;6.442780749
2020.01.02;1;1;NIS;AT;P;194000407;29.74;104.49;3.513449899
2020.01.02;1;1;NIS;AT;P;194000410;773.36;891.22;1.152399917
2020.01.02;1;1;NIS;AT;P;194000419;1023.87;1170.09;1.142811099
2020.01.02;1;1;NIS;AT;P;194000422;55.1;95.32;1.729945554
2020.01.02;1;1;NIS;AT;J;194000424;25.23;228.47;9.055489497
2020.01.02;1;1;NIS;AT;P;194000428;4.06;51;12.56157635
2020.01.02;1;1;NIS;AT;P;194000430;0.05;51;1020
2020.01.02;1;1;NIS;AT;P;194000440;23.86;106.47;4.462279966
2020.01.02;1;1;NIS;AT;R;194000442;0;0.1;\N
2020.01.02;1;1;NIS;AT;P;194000447;54.61;102.91;1.884453397
2020.01.02;1;1;NIS;AT;P;194000480;1145.54;2098.74;1.832096653
2020.01.02;1;1;NIS;AT;J;194000507;137.31;353.17;2.572063215
2020.01.02;1;1;NIS;AT;J;194000523;1162.17;1300.2;1.118769199
2020.01.02;1;1;NIS;AT;J;194000602;50.82;97.22;1.913026368
2020.01.02;1;1;NIS;AT;Q;194000609;13.44;62.58;4.65625
2020.01.02;1;1;NIS;AT;Q;194000619;20.15;100.77;5.000992556
2020.01.02;1;1;NIS;AT;J;194000642;11.23;11.33;1.00890472
2020.01.02;1;1;NIS;AT;Q;194000701;308.79;525.5;1.701803815
2020.01.02;1;1;NIS;AT;Q;194000717;85.34;341.72;4.00421842
2020.01.02;1;1;NIS;AT;Q;194000732;22.98;71.27;3.101392515
2020.01.02;1;1;NIS;AT;Q;194000816;144.63;195.47;1.351517666
2020.01.02;1;1;NIS;AT;J;194000822;12.47;51;4.089815557
2020.01.02;1;1;NIS;AT;J;194000826;4.16;51;12.25961538
2020.01.02;1;1;NIS;AT;J;194000838;5.66;13.71;2.422261484
2020.01.02;1;1;NIS;AT;J;194000840;0.11;86;781.8181818
2020.01.02;1;1;NIS;AT;J;194000919;18.49;18.49;1
2020.01.02;1;1;NIS;SL;Q;197050014;8096.93;10697.91;1.321230392
2020.01.03;1;1;REN;AT;J;104000001;4374.63;5357.48;1.224670429
2020.01.03;1;1;REN;AT;Q;104000003;6106.59;9349.94;1.531122934
2020.01.03;1;1;REN;AT;Q;104000005;3086.72;4543.72;1.472022082
2020.01.03;1;1;REN;AT;Q;104000009;8533.48;11979.34;1.403804778
2020.01.03;1;1;REN;AT;R;104000011;1615.06;2375.78;1.471016557
2020.01.03;1;1;REN;AT;R;104000084;678.04;968.47;1.428337561
2020.01.03;1;1;REN;AT;J;104000085;154.6;427.45;2.764877102
2020.01.03;1;1;REN;AT;B;104000099;1446.97;6231.57;4.306633862
2020.01.03;1;1;REN;AT;R;104000101;20.04;103.82;5.180638723
2020.01.03;1;1;REN;AT;R;104000105;1570.01;1647.39;1.04928631
2020.01.03;1;1;REN;AT;J;104000138;8.41;86;10.22592152
2020.01.03;1;1;REN;AT;J;104000141;422.84;604.97;1.4307303
2020.01.03;1;1;REN;AT;P;104000142;7.39;86;11.63734777
2020.01.03;1;1;REN;AT;P;104000143;2.58;8;3.100775194
2020.01.03;1;1;REN;AT;P;104000155;1592.82;2351.57;1.476356399
2020.01.03;1;1;REN;AT;J;104000156;2511.55;3408.1;1.356970795
2020.01.03;1;1;REN;AT;J;104000157;28.55;111.32;3.899124343
2020.01.03;1;1;REN;AT;R;104000166;71.81;333.12;4.63890823
2020.01.03;1;1;REN;AT;R;104000167;30.7;51;1.661237785
2020.01.03;1;1;REN;AT;J;104000173;2187.39;2424.25;1.108284302
2020.01.03;1;1;REN;AT;J;104000175;20.61;86;4.172731684
2020.01.03;1;1;REN;AT;R;104007001;1767.39;3028.84;1.713736074
2020.01.03;1;1;REN;AT;Q;104007020;18.95;86;4.538258575
2020.01.03;1;1;REN;AT;P;104007039;6994.31;10980.04;1.569853209
2020.01.03;1;1;REN;AT;P;104007040;44.53;107.58;2.415899394
2020.01.03;1;1;REN;AT;P;104007041;214.08;214.08;1
2020.01.03;1;1;REN;AT;Q;104007045;187.25;407.35;2.175433912
2020.01.03;1;1;REN;AT;J;104007067;1613.76;2729.31;1.691273795
2020.01.03;1;1;REN;AT;R;104010011;1065;1194.13;1.121248826
2020.01.03;1;1;REN;AT;R;104010014;2382.54;3082.76;1.29389643
2020.01.03;1;1;REN;AT;J;104010017;1792.21;3617.64;2.018535774
2020.01.03;1;1;REN;AT;J;104010034;1020.08;2015.56;1.975884244
2020.01.03;1;1;REN;AT;Q;104010047;365.79;596.21;1.629924273
2020.01.03;1;1;REN;AT;Q;104010053;213.84;447.4;2.092218481
2020.01.03;1;1;REN;AT;Q;104010055;85.05;85.15;1.001175779
2020.01.03;1;1;REN;AT;J;104010061;0.04;8;200
2020.01.03;1;1;REN;AT;R;104010063;373.48;722.47;1.934427546
2020.01.03;1;1;REN;AT;P;104010069;3303.33;4470.14;1.353222354
2020.01.03;1;1;REN;AT;P;104010072;687.29;898.04;1.306639119
2020.01.03;1;1;REN;AT;J;104010074;1072.47;1371.64;1.27895419
2020.01.03;1;1;REN;AT;J;104010076;199.31;241.06;1.209472681
2020.01.03;1;1;REN;AT;Q;104010088;77.53;306.47;3.95292145
2020.01.03;1;1;REN;AT;Q;104010090;575.13;769.61;1.338149636
2020.01.03;1;1;REN;AT;B;104010096;4086.84;5631.08;1.37785673
2020.01.03;1;1;REN;AT;R;104010099;6095.89;7577.67;1.243078533
2020.01.03;1;1;REN;AT;J;104010101;59.15;96.08;1.624344886
2020.01.03;1;1;REN;AT;R;104010102;4274.65;6628.59;1.550674324
2020.01.03;1;1;REN;AT;J;104010106;3808.34;4763.87;1.250904594
2020.01.03;1;1;REN;AT;Q;104020010;81.02;228.47;2.819921007
2020.01.03;1;1;REN;AT;Q;104020042;105.01;278.46;2.651747453
2020.01.03;1;1;REN;AT;Q;104020082;2732.29;2846.75;1.0418916
2020.01.03;1;1;REN;AT;Q;104020179;8.9;86;9.662921348
2020.01.03;1;1;REN;AT;Q;104020208;514.3;774.02;1.504997083
2020.01.03;1;1;REN;CZ;N;120318032;360.57;582.77;1.616246499
2020.01.03;1;1;REN;CZ;N;120318039;2335.47;3473.6;1.487323751
2020.01.03;1;1;REN;CZ;N;120318041;6296.65;7774.2;1.234656524
2020.01.03;1;1;REN;CZ;N;120318044;1102.17;1280.94;1.162198209
2020.01.03;1;1;REN;CZ;N;120318058;54.67;104.93;1.919334187
2020.01.03;1;1;REN;CZ;N;120318060;548.05;631.11;1.151555515
2020.01.03;1;1;REN;CZ;N;120318061;3.44;86;25
2020.01.03;1;1;REN;CZ;N;120318069;2632.21;5010.93;1.903696893
2020.01.03;1;1;REN;CZ;N;120318079;2794.73;4011.94;1.435537601
2020.01.03;1;1;REN;CZ;N;120318082;32.62;113.23;3.471183323
2020.01.03;1;1;REN;CZ;N;120318112;576.21;737.26;1.279498794
2020.01.03;1;1;REN;CZ;N;120318165;613.67;677.83;1.104551306
2020.01.03;1;1;REN;CZ;N;120318168;39.58;119.8;3.026781203
2020.01.03;1;1;REN;CZ;N;120318172;43.93;111.24;2.532210335
2020.01.03;1;1;REN;CZ;N;120318173;655.79;1715.59;2.616066119
2020.01.03;1;1;REN;CZ;N;120318175;2868.05;3978.51;1.387182929
2020.01.03;1;1;REN;CZ;N;120318187;478.07;642.78;1.344531136
2020.01.03;1;1;REN;CZ;N;120318188;2.23;86;38.56502242
2020.01.03;1;1;REN;CZ;N;120318189;2136.04;2221.58;1.040046067
2020.01.03;1;1;REN;CZ;N;120318191;654.37;972.71;1.486483182
2020.01.03;1;1;REN;CZ;N;120318197;928.79;1007.07;1.0842817
2020.01.03;1;1;REN;CZ;N;120318198;1469.48;1565.02;1.065016196
2020.01.03;1;1;REN;CZ;N;120318201;2688.2;3803.48;1.414879845
2020.01.03;1;1;REN;CZ;N;120318208;2432.81;3530.4;1.451161414
2020.01.03;1;1;REN;CZ;N;120318209;3544.35;3575.63;1.008825314
2020.01.03;1;1;REN;CZ;N;120318212;2282.5;3109.96;1.362523549
2020.01.03;1;1;REN;CZ;N;120318214;163.45;163.45;1
2020.01.03;1;1;REN;CZ;N;120318220;3376.57;3972.62;1.17652529
2020.01.03;1;1;REN;CZ;N;120318221;444.08;1424.3;3.20730499
2020.01.03;1;1;REN;CZ;N;120318228;4009.22;4873.2;1.215498276
2020.01.03;1;1;REN;CZ;N;120318240;2243;2697.21;1.202501115
2020.01.03;1;1;REN;CZ;N;120318241;823.1;1728.16;2.099574778
2020.01.03;1;1;REN;CZ;N;120318247;2.59;86;33.2046332
2020.01.03;1;1;REN;CZ;N;120318262;692.54;851.14;1.229012043
2020.01.03;1;1;REN;CZ;N;120318267;556.28;1239.02;2.22733156
2020.01.03;1;1;REN;CZ;N;120318271;1810;2097.27;1.158712707
2020.01.03;1;1;REN;CZ;N;120318272;1060.9;1357.84;1.279894429
2020.01.03;1;1;REN;CZ;N;120318273;437.39;730.37;1.669836988
2020.01.03;1;1;REN;CZ;N;120318274;10.81;92;8.510638298
2020.01.03;1;1;REN;CZ;N;120318275;410.11;488.14;1.190266026
2020.01.03;1;1;REN;CZ;N;120318279;239.22;283.32;1.184349135
2020.01.03;1;1;REN;CZ;N;120318281;616.65;692.96;1.123749291
2020.01.03;1;1;REN;CZ;N;120318282;739.67;979.82;1.324671813
2020.01.03;1;1;REN;CZ;N;120318284;3336.34;3483.99;1.044255082
2020.01.03;1;1;REN;CZ;N;120318286;1055.58;1171.58;1.109892192
2020.01.03;1;1;REN;CZ;N;120318287;6011.28;7754.81;1.290043052
2020.01.03;1;1;REN;CZ;N;120318991;253.79;306.47;1.20757319
2020.01.03;1;1;REN;HU;V;134810001;2852.32;3695.36;1.29556291
2020.01.03;1;1;REN;HU;V;134810004;3.36;86;25.5952381
2020.01.03;1;1;REN;HU;V;134810008;3862.53;5021.28;1.29999767
2020.01.03;1;1;REN;HU;V;134810016;605.35;1615.28;2.668340629
2020.01.03;1;1;REN;HU;V;134810051;859.54;1060.57;1.233880913
2020.01.03;1;1;REN;HU;V;134810072;316.35;887.01;2.803888099
2020.01.03;1;1;REN;HU;V;134810075;9.93;306.47;30.86304129
2020.01.03;1;1;REN;HU;V;134810087;597.85;680.09;1.137559589
2020.01.03;1;1;REN;HU;V;134810088;215.64;414.14;1.920515674
2020.01.03;1;1;REN;HU;V;134810092;1347.17;2372.06;1.760772583
2020.01.03;1;1;REN;HU;V;134810101;3212.66;4054.67;1.262091227
2020.01.03;1;1;REN;HU;V;134810103;1229.76;1749.78;1.422862998
2020.01.03;1;1;REN;HU;V;134810104;684.36;1075.76;1.571921211
2020.01.03;1;1;REN;HU;V;134810105;3898.53;5123.83;1.314297953
2020.01.03;1;1;REN;HU;V;134810125;23.57;73.73;3.128128978
2020.01.03;1;1;REN;HU;V;134810129;20.3;86;4.236453202
2020.01.03;1;1;REN;HU;V;134810138;272.47;756.66;2.777039674
2020.01.03;1;1;REN;HU;V;134810141;294.12;419.2;1.425268598
2020.01.03;1;1;REN;HU;V;134810142;4296.46;5175.9;1.204689442
2020.01.03;1;1;REN;HU;V;134810146;640.25;1172.18;1.830816087
2020.01.03;1;1;REN;HU;V;134810149;337.18;444.68;1.318820808
2020.01.03;1;1;REN;HU;V;134810150;3709.84;4653.6;1.25439372
2020.01.03;1;1;REN;HU;V;134810151;77.86;132.62;1.70331364
2020.01.03;1;1;REN;HU;V;134810159;268.97;535.63;1.991411682
2020.01.03;1;1;REN;HU;V;134810174;1783.21;2152.41;1.207042356
2020.01.03;1;1;REN;HU;V;134810175;3075.55;3717.83;1.208834192
2020.01.03;1;1;REN;HU;V;134810176;305.3;753.1;2.466754012
2020.01.03;1;1;REN;HU;V;134810177;4583.43;5056.42;1.103195642
2020.01.03;1;1;REN;HU;V;134810188;1291.12;2241.39;1.736004399
2020.01.03;1;1;REN;HU;V;134810192;439.3;820.52;1.867789665
2020.01.03;1;1;REN;HU;V;134810193;5.47;51;9.323583181
2020.01.03;1;1;REN;HU;V;134810194;79.54;151.06;1.899170229
2020.01.03;1;1;REN;HU;V;134810198;443.08;808.79;1.825381421
2020.01.03;1;1;REN;HU;V;134810200;1551.66;2403.27;1.548838019
2020.01.03;1;1;REN;HU;V;134810201;1173.01;1327.78;1.131942609
2020.01.03;1;1;REN;HU;V;134810202;1.6;8;5
2020.01.03;1;1;REN;HU;V;134810204;2508.8;3153.75;1.257075096
2020.01.03;1;1;REN;SK;T;170300003;1802.35;2054.67;1.139995007
2020.01.03;1;1;REN;SK;T;170300006;29.33;112.64;3.840436413
2020.01.03;1;1;REN;SK;T;170300007;374.29;528.34;1.411579257
2020.01.03;1;1;REN;SK;T;170300010;569.9;649.1;1.138971749
2020.01.03;1;1;REN;SK;T;170300014;578.62;1167.89;2.018405862
2020.01.03;1;1;REN;SK;T;170300022;84.08;315.94;3.757611798
2020.01.03;1;1;REN;SK;T;170300023;1004.28;1194.94;1.189847453
2020.01.03;1;1;REN;SK;T;170300027;3.19;42.59;13.35109718
2020.01.03;1;1;REN;SK;T;170300029;201.65;462.47;2.293429209
2020.01.03;1;1;REN;SK;T;170300030;503.16;599.7;1.191867398
2020.01.03;1;1;REN;SK;T;170300034;0.06;8;133.3333333
2020.01.03;1;1;REN;SK;T;170300036;2166.27;2335.62;1.078175851
2020.01.03;1;1;REN;SK;T;170300038;9.04;9.04;1
2020.01.03;1;1;REN;SK;T;170300039;1.99;8;4.020100503
2020.01.03;1;1;REN;SK;T;170335033;72.51;306.47;4.226589436
2020.01.03;1;1;REN;SK;T;170335102;1690.55;1880.22;1.112194256
2020.01.03;1;1;REN;SK;T;170335107;99.78;163.51;1.638705151
2020.01.03;1;1;REN;SK;T;170335114;381.24;463.23;1.215061379
2020.01.03;1;1;REN;SK;T;170335116;23.94;104;4.344193818
2020.01.03;1;1;REN;SK;T;170335117;1351.18;2515.34;1.861587649
2020.01.03;1;1;NIS;AT;R;194000012;334.62;342.42;1.023310023
2020.01.03;1;1;NIS;AT;P;194000016;7.62;12.7;1.666666667
2020.01.03;1;1;NIS;AT;Q;194000028;14.56;51;3.502747253
2020.01.03;1;1;NIS;AT;Q;194000037;4.54;12.64;2.784140969
