,Date,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,HL_PCT,PCT_change
0,2004-08-19,50.15983861656346,52.191108953500574,48.12856827962632,50.32284179174975,44659000.0,3.7125629142373224,0.3249675032496302
1,2004-08-20,50.66138684790595,54.70888107483992,50.405597249921286,54.32268893670621,22834300.0,0.7109223525066757,7.227007227007233
2,2004-08-23,55.55148210349533,56.91569329274692,54.693834627899655,54.869376508869536,18256100.0,3.7294332723948553,-1.2278801011195293
3,2004-08-24,55.79222525453973,55.97278261782303,51.945350320142744,52.597363020888004,15247300.0,6.417469247639931,-5.72635742538655
4,2004-08-25,52.54219271544033,54.167208984990026,52.10083027185893,53.16411252230503,9188600.0,1.8867924528301754,1.1836578846888177
5,2004-08-26,52.63748687939541,54.1421315734229,52.49203789230607,54.12206964416921,7094800.0,0.037067926976170465,2.8203906622200985
6,2004-08-27,54.21736380812428,54.47816888842238,53.00863257058886,53.23934475700641,6211700.0,2.326895902025433,-1.8038852913968555
7,2004-08-30,52.80299779573843,52.90832292432035,51.162935079248456,51.162935079248456,5196700.0,3.411430251936075,-3.10600303951367
8,2004-08-31,51.318415030964616,52.0155670725307,51.23816731394982,51.343492442531755,4917800.0,1.3089772394256038,0.04886630179830727
9,2004-09-01,51.50900335887478,51.64442138133725,49.989312217907,50.28021019208565,9138200.0,2.7132169576059946,-2.385589094449865
10,2004-09-02,49.69841424372835,51.343492442531755,49.623182009026976,50.912160963577215,15118600.0,0.8472071717072011,2.4422242405893893
11,2004-09-03,50.6312939540254,51.027517056785975,49.81377033693713,50.15983861656346,5152400.0,1.729827017298244,-0.9311540366517873
12,2004-09-07,50.66138684790595,51.157919596935024,49.95921932402645,50.947269339771175,5847500.0,0.4134672179562877,0.5643005643005604
13,2004-09-08,50.52596882544347,51.6745142752178,50.405597249921286,51.30838406633777,4985600.0,0.7135874877810452,1.5485407980941073
14,2004-09-09,51.40869371260628,51.514018841188204,50.65637136559253,51.31339954865121,4061700.0,0.3909686247678458,-0.18536585365852148
15,2004-09-10,50.8920990343235,53.44497953185683,50.806835834995276,52.828075207305545,8698800.0,1.1677584733694295,3.8040800236522987
16,2004-09-13,53.48008790805079,54.37284375984045,53.39482470872258,53.91643486931878,7844100.0,0.846511627906971,0.8159054675044759
